class,name,author,number,mark,publish_time,extract
历史,耶路撒冷三千年,西蒙·蒙蒂菲奥里,5633人点评,70.80%,2017年4月,读《耶路撒冷三千年》，了解真实的耶路撒冷，就会明白世界为何演变成今天的模样。耶路撒冷曾被视为世界的中心，是基督教、犹太教和伊斯兰教三大宗教的圣地，是文明冲突的战略要冲，是让世人魂牵梦绕的去处，是惑人的阴谋、虚构的网络传说和二十四小时新闻发生的地方。西蒙·蒙蒂菲奥里依年代顺序，以三大宗教围绕“圣城”的角逐，以几大家族的兴衰更迭为主线，生动讲述了耶路撒冷的前世今生；作者通过大量的田野调查和文献考据，以客观、中立的角度，透过士兵与先知、诗人与国王、农民与音乐家的生活，以及创造耶路撒冷的家族来呈现这座城市的三千年瑰丽历史，还原真实的耶路撒冷……
历史,全球通史,乔治·威尔斯 卡尔顿·海斯,1015人点评,70.50%,2017年10月,由英国历史学家乔治·威尔斯和美国历史学家卡尔顿·海斯联合撰写的《全球通史》是享誉全球的经典之作，被称为世界通史领域的开山大作。自出版以来，在多个国家被翻译成十几种文字，受到世界各国读者的一致赞誉。此书中文版由知名翻译家李云哲参考多种资料，历时五年，逐字逐句，精益求精，翻译而成，文字清新隽永，有趣深刻，结构宏大，原汁原味地展现《全球通史》的本来风貌，堪称译著的经典范本。全书从人类的起源和史前文明——旧石器时代的诞生着笔，纵贯数千年，剖析五大洲，一直写到第二次世界大战的结束和冷战的开启。全书分为二十个章节，以人类的文明尤其是四大文明的演变发展为经线，以世界区域的繁荣、衰落、流变为纬线，纵横捭阖，洋洋洒洒五十万余字，透视全球的文明兴衰和历史进程。读完这本书，你将不仅对世界自古至今的演绎图景了然于胸，也对全球的趋势与未来有着深邃乃至哲学高度的认识和理解。乔治·威尔斯和卡尔顿·海斯都是世界史学界的巨擘，他们所著的《全球通史》有别于其他作者的通史版本，不仅内容更为翔实丰富、涉猎更为深广，文字也更简明通俗，适合各个年龄段和学识水平的读者，是了解全球历史不可不读之作。
哲学,臣服的力量,朱迪斯·欧洛芙,305人点评,70.00%,2018年6月,臣服是否代表软弱、失败或者放弃？臣服是否是一种不好的品质，需要被摒弃？面对难以解决的问题，我们应该抵抗到底还是适时放下？在生活、工作等领域，我们应该怎样理解并恰当利用“臣服”？在《臣服的力量》一书中，蜚声国际的能量治疗师兼医生朱迪斯·欧洛芙详细剖析了何为臣服，以及如何应用臣服。朱迪斯认为，臣服指的是懂得何时坚持，何时放下，全然拥抱当下的变化。而这样的臣服具有强大的力量，能让我们拥抱更多的可能性，收回错用的抵抗，摆脱完美主义、害怕失败、过度敏感、思虑过多等带来的问题。朱迪斯还告诉我们，臣服是一种与自己，与他人，与外界事物达成和解的艺术。通过《臣服的力量》一书，朱迪斯结合精神医学、直觉疗愈和灵性指引，详细剖析了在面对金钱、工作、爱情、病痛、死亡等11大人生课题时应该怎么做。很多时候，当我们不问成败反而能轻易地达成目标。
哲学,逻辑思维的30个技巧,HRInstitute,530人点评,70.00%,2016年10月,本书阐述了“逻辑思维”的概念，构建了逻辑的金字塔方式，介绍了“逻辑思维”的关键方法，框架性思考、清零思考的技巧，以及“逻辑思维”的基本工具——逻辑树、矩阵、价值链。全书总结了30条关键实用经验，分享给初入职场的新人，以期有效提升其商务基础能力。本书读者对象为大学生、职场白领。
历史,胡适口述自传,唐德刚,270人点评,69.20%,2015年2月,《胡适口述自传》，介于自传和他传之间，是了解胡适其人其学的最好入门书。20世纪50年代，胡适应哥伦比亚大学“中国口述历史学部”之请，受唐德刚采访，以英文口述生平，于1958年完成十六次正式录音。本书即是由唐德刚根据录音，对照参考、综合译出，并于1959年经胡适手订而成。这也是唐德刚在哥伦比亚大学与胡适亲身交往、提着录音机完成的一项傲人的“口述史传工程”。在这里，胡适回顾了自己一生学术研究的历程，从投身文学革命、到审视中国哲学史，重新发现禅宗的历史，再到批判性地研究白话小说，忆及文学、史学、哲学等方面主要思想，是一本包罗了胡适学识、思想、生活、家庭背景等各方面的小书。唐德刚将胡适的英文口述译为中文后所作的注释评论，更是不可不读的好文章，一方面，胡适口述中出现的一些记忆误差、难言之隐透过唐注得到复原；另一方面，唐注又拓展和深化了口述的内容和观点，针对正文所提出的问题也阐发了自己对胡适本人及相关人物、事件的评论，使读者得以更清晰地理解胡适和他所在的时代。
哲学,向上管理的艺术(升级版)：如何正确汇报工作,蒋巍巍,378人点评,69.10%,2020年1月,《向上管理的艺术（升级版）：如何正确汇报工作》通过“4个步骤、4个问题、7个秘诀和8个难题”，全面解析职场中的上下级关系以及如何建立和谐的上下级关系，手把手教你如何正确地汇报工作。这是一本有关“工作汇报”的实用手册，同时也是一本解读“如何与上司相处”的行为指南，能帮助读者学会正确汇报工作，完成从“透明人”到“不可替代者”的过渡，成为上司信任和依赖的对象，掌握在职场中发展与晋升的秘诀。《向上管理的艺术（升级版）：如何正确汇报工作》适合对沟通技巧感兴趣的职场人士阅读。
历史,环球国家地理百科全书：欧洲1,王越,142人点评,68.90%,2016年6月,1.《环球国家地理百科全书》是一套色彩艳丽、内容丰富、特色鲜明的大众地理读物。 2.全书内容是经过社科院专家和中国地理协会的老师专门审核后完成的，地理知识具有较高的权威性。3.全书共分10卷，分别从多方面介绍了世界七大洲的200多个国家与地区，资料翔实、数据全面、图片丰富。4.这套书也是目前国内图书市场上为数不多的以彩图版的形式介绍全球各国概况及风土人情的图书之一，具有极高的收藏性、阅读性和欣赏性。5.全书除了百科体知识以外，每卷后边又加了部分美文，让地理知识变得有趣而优美。6.全套采用轻型纸印刷，携带便捷，性价比很高，是自用的佳品。
文学,偷诗歌的人,曹韵,510人点评,68.90%,2022年5月,《偷诗歌的人》是一本以短诗为主的原创诗歌作品集。收藏人间的喜怒哀乐与美好情惑。如江风上的明月，如深夜里的烟火，有爱情里的玫瑰，也有爱不能得的沉郁。诗人的创作灵感来源于日常生活与普世情感，充满烟火气。内容分为六个部分，第一、二部分关于珍贵温暖的记忆，以“从岁月中盗得几首往事”和“从蹉跎里折光一枝”为主题；第三、四部分关于情诗，以浪漫的书写表达“从诗里藏你的名字”和“从你的眉眼里偷一首情诗”;第五部分关于和解，以“从遗憾处取一份释怀”呈现另一番世间情；第六部分则关于想象，乌托邦的怀想抒发“从日子里窃一物幻想”的主题，让诗歌的语言更有张力。 就像诗人所说:“只诚恳地记录日子”，希望这本偷来的诗歌，是你如春的温暖。
历史,历史地理学十讲,史念海,495人点评,68.70%,2020年9月,中国历史地理学巨擘、学科创建人之一史念海经典作品，历史地理学之集大成者，一书尽览祖国河山历史，北大教授辛德勇为恩师倾情作序。本书通俗易懂，妙趣横生，适合大众普及祖国历史地理知识。资料具有极高可靠性，亦可为专题研究提供准确的一手资料。史念海先生是我国现代历史地理学的创始人之一。《历史地理学十讲》汇聚了其学术成果的精粹，以十个专题分别从我国的古今气候、人口迁徙、版图规模、交通运输、城市演变、经济重心等方面厘清历史地理学中的一些基本问题。作者治学严谨，用详实的史料、严密的论证再现了我国古代历史时期地理的发展与沿革，为历史地理学的创建和发展做出重要贡献。
文学,希腊神话（译文名著精选）,尼·库恩,284人点评,68.50%,2011年5月,神话是人类童年时期的产物，它具有永久的魅力。希腊神话因其有较完整的体系和独特的文学魅力而流传久远。希腊神话与圣经神话对整个西方乃至人类的宗教、哲学、思想、风俗习惯、自然科学、文学艺术产生了全面深刻的影响。接触西方文化，必然会遇到源自希腊神话的典故，而每一本重要的西方经典文学作品几乎都涉及希腊神话中的人物和情节，有些甚至直接取材于希腊神话。时至今日，我们虽不必“言必称希腊”，但对希腊神话作一系统的了解乃是每一个现代人所必需。
